"","Gene.Symbol","Flu.Immunized.Only.Day.1","Flu.Immunized.Only.Day.1.1","Flu.Immunized.Only.Day.1.2"
"59","ABHD1",2.360367675,2.54922592833333,2.35052436
"60","ABHD10",7.296814536,6.936696499,7.2297574995
"61","ABHD11",4.25214858833333,4.02119039066667,4.09694459266667
"62","ABHD12",5.472460326,5.22719816833333,5.123453768
"63","ABHD12B",2.530780273,2.395068017,2.5193986585
"64","ABHD13",5.4943227105,5.7912974895,5.9386618255
"65","ABHD14B",5.77348036,5.547109704,5.93828653
"66","ABHD2",6.01131270916667,5.44957732666667,5.41326007116667
"67","ABHD3",7.705937882,7.84160334,7.749934122
"68","ABHD4",4.2250063715,4.24259487,4.1860396505
"69","ABHD5",4.6893667035,4.56911012425,4.39540087225
"70","ABHD6",3.63757242,3.796989261,3.52993846075
"71","ABHD8",3.157989937,3.006685951,2.457750325
"72","ABI1",6.682158568,6.79436236066667,6.751352579
"73","ABI2",4.8645139195,4.94150038783333,4.89871762566667
"74","ABI3BP",2.44618832766667,2.400587473,2.20882565733333
"75","ABL1",6.650683741,6.28949616,6.509750859
"76","ABL2",4.879157432,4.894010652,5.11469921566667
"77","ABLIM1",8.2886131025,7.997311228,8.5551446995
"78","ABLIM2",3.0997342978,2.8157805834,2.768791154
"79","ABO",2.57877118433333,2.739776426,2.75352696333333
"80","ABR",6.5202663825,6.3342400055,6.3285430365
"81","ABRA",2.5231024155,2.476145819,2.486706559
"82","ABT1",6.261857513,6.350894698,6.346767038
"83","ABTB1",3.5094720338,3.6687732716,3.486157007
"84","ABTB2",2.66447848,2.7214070705,2.639558267
"85","ACAA1",7.272178907,7.079107831,7.3229359165
"86","ACAA2",5.516095914,5.831585305,5.7421121695
"87","ACACA",4.624529174,4.474068914,4.5283507095
"88","ACACB",3.8229837095,3.73525640583333,4.00546239033333
"89","ACAD8",6.61016789,6.791873751,6.908482129
"90","ACAD9",4.440558304,4.126716723,4.226598738
"91","ACADL",2.7247265505,2.7197879965,2.5943841865
"92","ACADM",6.982494146,7.395551832,7.312148271
"93","ACADS",4.812893474,4.207520134,4.043796107
"94","ACADSB",4.912307344,5.002452189,5.3197118925
"95","ACADVL",7.944106657,8.178482227,8.042628959
"96","ACAP1",5.32630645533333,5.480053923,5.45746517
"97","ACAP2",7.6218958085,7.7432892815,7.7829799595
"98","ACAP3",4.1202608525,3.8711636915,3.948878611
"99","ACAT1",4.23551345033333,4.35950319066667,4.51111404033333
"100","ACAT2",6.119581847,5.859123995,6.402362881
"101","ACBD4",4.570299231,4.282029234,4.102251522
"102","ACBD5",6.4577769275,6.361815205,6.669947035
"103","ACBD6",6.206331985,6.389147811,6.692136642
"104","ACCS",4.592012694,4.642022421,4.704956271
"105","ACD",7.017941323,7.281896219,7.119972578
"106","ACE2",2.5297385805,2.5045655475,2.3168514985
"107","ACER1",3.045197813,2.652847931,2.458327482
"108","ACER3",5.9973904078,6.0714624502,5.6735351944
"109","ACHE",2.389717924,2.4952173215,2.3789213445
"110","ACIN1",6.195291257,6.293258772,6.314838493
"111","ACLY",7.81749822566667,7.74312109733333,7.748884695
"112","ACMSD",2.552135469,2.249427136,2.015468913
"113","ACO1",4.847605784,4.652562205,5.0873843
"114","ACO2",5.7292060695,5.356300558,5.5020148955
"115","ACOT11",2.69908202775,2.97758680525,2.45803413175
"116","ACOT12",2.177056928,2.569759087,2.277648307
"117","ACOT7",4.5141619345,5.2831136735,4.5866445875
"118","ACOT8",4.452405333,4.984120321,4.581732833
"119","ACOT9",7.608996592,7.293021103,7.270690704
"120","ACOX1",4.4830860368,4.4914922668,4.0039139328
"121","ACOX3",4.4156527315,4.2473182285,3.95011085
"122","ACOXL",2.768169892,2.545634363,2.5845426195
"123","ACP1",7.1003564825,7.1722961065,7.232290415
"124","ACP2",5.969532712,5.741385762,5.224138156
"125","ACP5",4.641300906,5.382067112,5.416785546
"126","ACP6",6.087730068,6.386626849,6.270158151
"127","ACPP",5.767841783,5.1083556165,5.1764469655
"128","ACR",2.339529807,2.540235326,2.454215317
"129","ACRBP",6.349514089,7.28865064133333,6.040730149
"130","ACRV1",2.6029271415,2.53423053216667,2.38404947316667
"131","ACSBG1",3.352789389,4.063260917,3.376214128
"132","ACSBG2",2.422065124,2.720380972,2.71902944
"133","ACSF2",4.602267735,4.828078971,5.109526394
"134","ACSF3",3.5112158625,3.704174393,3.3975937845
"135","ACSL1",8.176221815,8.9352632375,8.9650087165
"136","ACSL3",6.19183702233333,5.706841612,6.094117307
"137","ACSL4",5.20625748033333,5.19469316866667,4.92159099066667
"138","ACSL5",7.7383871015,7.2794392225,7.4593979895
"139","ACSM1",2.5761591005,2.4228929895,2.3403632215
"140","ACSM3",4.074831847,4.0455282975,4.39305354
"141","ACSM5",2.717017339,2.56529729,2.52184781633333
"142","ACSS1",3.9649538658,3.8043750082,3.8612463702
"143","ACSS2",6.540729153,5.892206118,5.988887417
"144","ACSS3",2.3750780275,2.4515977985,2.200065796
"145","ACTA1",2.312531591,2.385278496,2.336456486
"146","ACTA2",3.31958084033333,3.04788284333333,2.878781285
"147","ACTB",13.068106375,13.1061893866667,12.9421269
"148","ACTC1",2.747727597,2.941503298,2.502971594
"149","ACTG1",12.47263767,12.4398613944444,12.3966874244444
"150","ACTG2",2.4621858895,2.507981529,2.584993753
"151","ACTL6A",6.016373082,5.972725645,5.70976228
"152","ACTL6B",2.9541035595,2.5178137715,2.51983807
"153","ACTL7A",2.445094697,3.008380992,2.635740235
"154","ACTL7B",2.545339076,2.988184057,2.599339266
"155","ACTL8",2.645818964,2.807877867,3.053977063
"156","ACTN2",2.70855978525,2.29636453725,2.4253001415
"157","ACTN3",3.131206034,2.831503058,2.896659097
"158","ACTN4",6.67832842,7.0209854,6.465809087
"159","ACTR10",9.363298232,9.21110255,9.096415941
"160","ACTR1A",7.0208682265,7.029547486,6.8289507395
"161","ACTR2",7.98187797328572,7.75184622914286,7.74450404257143
"162","ACTR3",9.3781163294,9.2282660462,9.29677181
"163","ACTR3B",3.785692491,3.587354367,3.782900241
"164","ACTR5",6.0461186635,6.2802277185,6.306019973
"165","ACTR6",4.929044268,5.148584282,5.188491072
"166","ACTRT2",2.454790877,2.263511186,2.345471839
"167","ACVR1",6.814645883,7.612802926,6.875526559
"168","ACVR1B",4.116312559,3.8525721835,3.980798099
"169","ACVR1C",3.828861293,4.296357772,4.4440916865
"170","ACVR2A",5.9138377925,6.211845889,6.308395515
"171","ACVR2B",3.36954481066667,3.61152126933333,3.605416588
"172","ACVRL1",2.735632457,2.7481492695,2.5668307315
"173","ACY3",2.5269377865,2.7666033885,2.812438432
"174","ACYP1",5.864091701,6.547885235,6.462051776
"175","ACYP2",6.068757615,6.13569892,6.4275088
"176","ADA",7.0558089325,7.3353841415,7.210434765
"177","ADAL",4.2098828525,3.6103290025,3.469415151
"178","ADAM10",8.135047743,7.72930281,7.942781485
"179","ADAM11",2.686873495,2.706805019,2.888799009
"180","ADAM12",3.25784737,2.93750849425,2.713910518
"181","ADAM15",4.708422828,4.510562263,4.457390408
"182","ADAM17",5.9572016045,6.04912560675,5.7052852865
"183","ADAM18",2.5096551835,2.358450293,2.39994219
"184","ADAM19",4.7957370515,5.026117975,5.531426257
"185","ADAM2",1.962825853,2.305146364,2.064376584
"186","ADAM20",3.197909728,2.9453198855,2.52156614
"187","ADAM21",2.965981892,3.167004424,2.547808464
"188","ADAM22",2.653181143,2.53881489342857,2.73377107085714
"189","ADAM23",2.52426439933333,2.87554961933333,3.12747168366667
"190","ADAM28",5.2499840515,5.271999351,5.8913134025
"191","ADAM30",2.4794675765,2.345911316,2.4162124475
"192","ADAM32",2.597792037,2.230078334,2.370087338
"193","ADAM33",3.2487282745,2.9320701395,2.935563969
"194","ADAM7",2.35684276933333,2.54115319833333,2.241460298
"195","ADAM8",4.8803233205,4.877359354,4.9418027085
"196","ADAM9",4.72304360733333,5.37978336133333,4.647050354
"197","ADAMDEC1",3.144647454,3.668764732,3.021437656
"198","ADAMTS1",2.8149000625,2.5835557315,2.5598305635
"199","ADAMTS12",2.7234916515,2.313743074,2.5275075705
"200","ADAMTS13",2.972338526,2.9794457705,2.887364945
"201","ADAMTS14",2.77248792,2.057666256,2.341720921
"202","ADAMTS15",2.306875488,2.25356282,2.199177869
"203","ADAMTS16",2.343808654,2.80653562,2.431576855
"204","ADAMTS17",2.88737029233333,2.52369434666667,3.17997130633333
"205","ADAMTS18",2.66537954466667,2.67697648366667,2.738473926
"206","ADAMTS19",2.3887233585,2.273386947,2.288224513
"207","ADAMTS2",2.5494316765,2.9428646795,2.3604851245
"208","ADAMTS20",2.1353389505,2.2918879,2.323871332
"209","ADAMTS4",2.93918597,2.386286006,2.968541565
"210","ADAMTS5",2.8262941065,3.16528472475,2.53871640425
"211","ADAMTS6",2.716596117,2.78219203466667,2.71720119533333
"212","ADAMTS7",2.611722299,2.33167809366667,2.67627707466667
"213","ADAMTS8",2.77987476333333,2.63326667533333,2.38674988033333
"214","ADAMTS9",2.819636607,2.56033699675,2.750436403
"215","ADAMTSL1",2.474730535,2.43495898783333,2.35832479083333
"216","ADAMTSL2",2.686331985,2.608463926,2.629457631
"217","ADAMTSL3",2.264332204,2.471806551,2.257867603
"218","ADAMTSL4",3.5573149935,3.179904286,2.9247462105
"219","ADAMTSL5",2.696750809,2.205960199,2.487631955
"220","ADAP1",6.7596816415,6.5225487325,6.3205317245
"221","ADAP2",6.72387362,6.2076503735,5.962999647
"222","ADAR",10.60227748,10.19835747,10.31963947
"223","ADARB1",3.4609528318,3.5963951184,3.5357310444
"224","ADARB2",2.6893380265,2.6206490945,2.54237377
"225","ADAT1",6.268247123,6.369934508,6.21958465
"226","ADAT2",4.2542930305,4.4741765165,4.8157607195
"227","ADCK1",4.90150135,4.494291467,5.248338849
"228","ADCK2",4.731349503,4.6281695335,4.69703821175
"229","ADCK5",3.164507638,3.639049995,3.879129151
"230","ADCY1",2.6249910418,2.5850709736,2.7565237906
"231","ADCY10",2.3138927295,2.465598293,2.548228688
"232","ADCY3",4.6456203505,4.901725604,4.292269456
"233","ADCY4",3.008036382,3.376930771,3.17054676
"234","ADCY5",2.293740124,2.300105751,2.3491614735
"235","ADCY6",2.72667016,2.322678935,2.32365446
"236","ADCY7",6.441485171,6.191280291,6.4850099905
"237","ADCY8",2.666932375,2.328230317,2.371514822
"238","ADCY9",4.03272680166667,4.18410482066667,4.07419155266667
"239","ADCYAP1",2.44861571,2.3629524165,2.438042678
"240","ADCYAP1R1",2.5151177385,2.6792537535,2.404710301
"241","ADD1",6.6217723855,6.50316956625,6.5450565285
"242","ADD2",2.966536848,2.5941999044,2.7200819642
"243","ADD3",10.350159495,10.36982742,10.4917971475
"244","ADH1A",2.357471556,2.509562914,2.313669286
"245","ADH1C",2.135324617,2.231350431,2.251875774
"246","ADH4",2.27139983125,2.33487013125,2.35496002425
"247","ADH5",7.933357719,7.962163489,8.0309609185
"248","ADH7",2.346850029,2.463131848,2.230001143
"249","ADHFE1",6.475715887,6.137334544,6.271842859
"250","ADIG",3.3459101295,3.3336266535,3.1856103295
"251","ADIPOR1",8.916637427,9.048101331,8.821062163
"252","ADIPOR2",8.012388895,8.019458422,7.598919804
"253","ADK",5.646165698,5.614917694,5.983526123
"254","ADM",7.56745938,7.65990033,7.76731367
"255","ADM2",3.313706868,3.867134585,3.552273419
"256","ADNP",7.7466100675,7.809207627,7.7341071405
"257","ADNP2",6.5140764525,6.721008693,7.1179061505
"258","ADO",5.9383583745,5.9848839835,5.979660729
"259","ADORA1",2.7002062365,3.0374106225,2.871619935
"260","ADORA2B",3.450774933,4.773706684,3.669673961
"261","ADPGK",8.373534494,8.371657432,8.449110661
"262","ADPRH",4.48835570766667,4.11661671933333,3.554952817
"263","ADPRHL1",2.855569717,3.061207777,2.754686925
"264","ADPRHL2",6.946390492,6.106986336,6.421272545
"265","ADRA1B",2.663220325,3.091270764,2.757334867
"266","ADRA1D",3.087046281,2.350126044,2.610335694
"267","ADRA2A",2.748185301,2.521929572,2.354121893
"268","ADRA2B",3.590042849,3.451486158,3.397050304
"269","ADRA2C",2.678043419,2.59429269,2.548762347
"270","ADRB2",6.85383432,6.721696051,5.76200214
"271","ADRB3",2.8033390105,2.856701997,2.688876565
"272","ADRM1",6.882085724,7.078129451,6.980850869
"273","ADSL",8.5439490085,8.669061638,8.6258553415
"274","ADSSL1",3.3485804745,3.0167938325,3.406391314
"275","AEBP1",4.38935192,3.951395002,4.727485157
"276","AEBP2",5.03303383,5.1368812105,5.2160604835
"277","AEN",5.174566486,5.229969525,5.705677433
"278","AFAP1",2.028211387,2.248662684,1.966844533
"279","AFAP1L1",2.312625477,2.3778007895,2.1580758615
"280","AFAP1L2",2.315255753,2.90423735,2.703049368
"281","AFF1",5.376460419,5.21565182566667,5.440690287
"282","AFF2",2.44520826933333,2.31732711066667,2.46732850733333
"283","AFF3",3.5411154475,3.28215807475,4.098882712
"284","AFF4",4.26527634975,4.199045515875,4.583301131125
"285","AFM",2.231782354,2.067287608,2.131413057
"286","AFMID",3.474472526,2.979319175,2.63553987
"287","AFP",3.091880639,2.598147834,2.693906616
"288","AFTPH",8.225022853,8.171041361,8.034111771
"289","AGA",7.247373865,7.12334499333333,7.15536577933333
"290","AGAP1",3.1571276385,3.2078850385,3.5114684425
"291","AGAP2",3.267490893,3.71790494633333,3.150389105
"292","AGBL1",2.522936213,1.99714263,2.195216059
"293","AGBL2",2.835629839,3.028561934,3.757832775
"294","AGBL3",2.387142404,2.507889146,2.66780170233333
"295","AGBL4",2.371678061,2.736468892,2.7389970845
"296","AGBL5",3.593969694,3.810709738,3.67592514433333
"297","AGER",3.7888420545,4.003257102,3.4988812345
"298","AGFG1",6.4743173262,6.2902891754,6.393042407
"299","AGFG2",2.95902268083333,3.1153430205,3.12277652066667
"300","AGGF1",6.348980324,5.86738515925,5.97296918425
"301","AGK",4.99069231066667,4.76195125233333,5.05970975566667
"302","AGL",6.995873483,7.137478587,7.329120073
"303","AGMAT",3.62456434,3.346273923,3.6435584055
"304","AGPAT1",5.9008801155,6.8407942455,5.8446474125
"305","AGPAT2",4.8583813935,4.7127533205,4.5197764305
"306","AGPAT3",6.3521689205,5.905590341,5.78051370783333
"307","AGPAT4",5.1596728705,5.4100783455,5.080685466
"308","AGPAT5",5.180591736,5.2889026125,5.4435945
"309","AGPS",6.28733825575,6.494937532,6.1842554665
"310","AGR2",2.252127218,2.424933223,2.3092936795
"311","AGR3",2.442611899,2.437165046,2.485340902
"312","AGRN",3.05166431,2.785405656,3.32877586775
"313","AGRP",2.329929565,2.523698381,2.646532028
"314","AGTPBP1",6.9741166105,6.534535945,6.9358346815
"315","AGTR1",2.1632173665,2.4170846795,2.189410787
"316","AGTR2",2.37833916066667,2.32262458266667,2.47215808433333
"317","AGTRAP",8.61553142,8.4392621735,7.9909812975
"318","AGXT",2.55667626633333,2.477700961,2.45979448733333
"319","AHCTF1",4.57355565833333,4.686854716,4.74757642966667
"320","AHCY",7.363632391,7.007643667,7.042175571
"321","AHCYL1",6.488110743,6.521589793,6.2683339605
"322","AHCYL2",4.552752333,4.582650463,4.234086574
"323","AHI1",3.0560892462,3.0644033502,3.1473744316
"324","AHNAK",5.4684030884,5.3779064084,5.3326889286
"325","AHNAK2",2.512563817,2.5252016905,2.4682542565
"326","AHR",8.452925503,8.810587007,8.678531196
"327","AHSA1",7.780513178,7.779864163,7.489818116
"328","AHSG",2.989725854,2.456686943,2.639268386
"329","AICDA",2.6374271965,2.4166923225,2.33420858
"330","AIDA",8.668186177,8.8212594645,9.004724032
"331","AIF1",9.27257965925,8.69912744375,8.84570691725
"332","AIF1L",2.7450884085,2.6963584515,2.4363863415
"333","AIFM1",7.128995961,6.846244317,6.754888567
"334","AIFM2",3.3000719755,3.338251717,3.085197246
"335","AIFM3",4.173622775,2.932498715,3.443494569
"336","AIM2",7.025638369,6.536871995,6.177410017
"337","AIP",7.4858082045,7.5681532025,7.6902228405
"338","AIPL1",2.9018539625,3.1383333115,3.027836661
"339","AIRE",3.052598926,3.227127416,3.067840552
"340","AJAP1",2.37542817333333,2.471236923,2.53588376666667
"341","AK1",5.481122026,5.790733892,5.374511625
"342","AK2",6.78137114483333,6.60725345333333,6.81549752016667
"343","AK3",6.271487628,6.919061598,7.1177721505
"344","AK5",5.3641777655,4.844019956,5.564384439
"345","AKAP1",4.8199918535,4.951326189,5.140065389
"346","AKAP10",6.61231396475,6.64329123475,6.5236460385
"347","AKAP11",6.5217090075,6.6444914915,6.7740822045
"348","AKAP12",2.8298220224,2.7394755612,3.3696889908
"349","AKAP13",5.971022934,5.58032487922222,5.86464421511111
"350","AKAP14",2.289884464,2.23665937,2.27418011266667
"351","AKAP3",2.487380103,2.400270218,2.775093607
"352","AKAP4",2.420957835,2.507404421,2.916278286
"353","AKAP5",2.5353462945,2.5325562585,2.7781808435
"354","AKAP6",2.802571826,2.449316527,2.520499421
"355","AKAP7",5.128121026,4.793101842,5.048619291
"356","AKAP8",6.9127932545,6.7514930815,7.1432121105
"357","AKAP8L",4.1727920528,4.3891705636,4.3083075116
"358","AKAP9",5.409882402,5.58342482933333,5.61196886266667
"359","AKIRIN1",7.49922818033333,7.57058725533333,7.64676181566667
"360","AKIRIN2",7.10404668066667,7.094569533,6.91242518766667
"361","AKNA",4.931633732,4.81102636733333,4.80422783466667
"362","AKR1A1",5.827835561,5.505692499,5.459359064
"363","AKR1B1",8.484544568,8.619104405,8.559756984
"364","AKR1B10",2.746997186,2.913478246,3.103283613
"365","AKR1C3",7.423040949,5.147994493,6.408399676
"366","AKR1C4",2.495320929,2.432430989,2.55264504
"367","AKR1D1",2.00609824,2.400552528,2.382279406
"368","AKR7A2",7.4649408845,7.6094947565,7.342457839
"369","AKR7A3",3.4067611915,3.691157817,3.5280685995
"370","AKT1",7.017980939,6.953327453,6.982353899
"371","AKT1S1",2.603242935,2.5569181145,2.548632258
"372","AKT3",4.45652245466667,4.64284491783333,4.60378226116667
"373","AKTIP",6.8179629045,7.012206452,7.180607776
"374","ALAD",4.909785389,4.4527148295,5.0216574505
"375","ALAS1",6.913363909,6.920784754,6.386014984
"376","ALAS2",5.38627593,5.176246463,5.1934269055
"377","ALB",2.169270353,2.077532831,2.113442787
"378","ALCAM",6.871557617,6.7439029845,7.2064393835
"379","ALDH16A1",5.665549122,5.55067232,5.324036601
"380","ALDH18A1",6.289324122,6.6820234495,7.054074401
"381","ALDH1A1",8.800712282,8.164670624,7.660631138
"382","ALDH1B1",3.115375802,2.822764887,3.08547553
"383","ALDH1L1",3.7837283165,3.450922042,3.6233172055
"384","ALDH1L2",2.408723677,2.42632234466667,2.208495234
"385","ALDH2",9.983015125,9.505645476,9.080089607
"386","ALDH3A1",3.317793511,2.464253312,2.416561128
"387","ALDH3A2",6.737865857,6.38077632633333,6.09497175233333
"388","ALDH3B1",5.32633688,4.95923877933333,4.832204205
"389","ALDH3B2",2.766686025,2.429576243,2.231010466
"390","ALDH4A1",3.359078837,3.3893882485,3.2366835155
"391","ALDH5A1",5.566221722,4.9003286835,5.613260985
"392","ALDH6A1",4.2421181575,4.336414917,4.826803201
"393","ALDH7A1",3.12920628666667,2.994870495,3.36874911566667
"394","ALDH8A1",2.833073932,2.611060586,3.322291501
"395","ALDH9A1",9.038795465,9.006348241,9.0810169
"396","ALDOA",9.49693401966667,9.34035323266667,9.247588843
"397","ALDOB",2.722996657,2.54916522166667,2.56719589022222
"398","ALDOC",5.811720362,5.660363032,6.126852014
"399","ALG1",3.6959486235,4.04272212,3.8201638345
"400","ALG10",2.752584132,2.8254194105,3.162447245
"401","ALG12",4.881303072,3.739504281,4.34522782
"402","ALG13",6.7948211655,7.02470986625,7.15299966125
"403","ALG14",5.351732486,4.81348065,5.381802433
"404","ALG2",5.176393249,4.8573196115,4.744686816
"405","ALG3",5.569135516,5.902961063,6.119618743
"406","ALG5",8.150335338,8.401511173,8.450149343
"407","ALG6",7.397249053,7.556050964,7.617819853
"408","ALG8",6.50335213,6.627845169,6.876382354
"409","ALG9",4.665475919,4.8913810685,5.30834203
"410","ALKBH1",4.1475470175,4.085516053,4.3936718775
"411","ALKBH2",3.825040309,4.008742196,4.923460186
"412","ALKBH3",6.476397808,6.052680364,6.45580472
"413","ALKBH4",4.276171964,3.994464954,3.879994207
"414","ALKBH5",6.33438419866667,6.32096493866667,6.527602498
"415","ALKBH6",5.661671534,6.031998335,5.880976308
"416","ALKBH7",4.700602065,4.68027075625,4.92909807525
"417","ALKBH8",3.7754297435,3.983912676,3.9664048235
"418","ALLC",2.614418719,2.536219407,2.432191041
"419","ALMS1",4.85291443066667,5.08113251433333,5.051619487
"420","ALOX12B",2.631161188,2.094768696,2.466054322
"421","ALOX12P2",2.419532831,2.875344677,2.69698368
"422","ALOX15",2.352358104,2.741713616,2.417712661
"423","ALOX15B",3.1898105765,3.2327356825,2.876274146
"424","ALOX5",7.13055643125,6.6955631735,6.87026151525
"425","ALOX5AP",9.936431292,10.067487,10.03859818
"426","ALOXE3",2.6090542885,2.456859817,2.538500092
"427","ALPI",2.8990936635,2.3888154525,2.642424127
"428","ALPK1",4.50979117333333,4.141767815,4.364181233
"429","ALPK2",2.362357917,2.679993812,2.555440544
"430","ALPK3",2.110799167,2.410180394,2.1710292395
"431","ALPL",2.305090637,2.586844184,2.6277304085
"432","ALPP",2.445033038,2.654500664,2.864081294
"433","ALS2",3.549940829,3.596613415,3.843795481
"434","ALS2CL",3.66176586833333,3.61379272233333,3.64589625133333
"435","ALX1",2.899662381,3.634459443,3.09858217
"436","ALX3",2.868086174,2.241074585,3.150272628
"437","AMBN",2.411313897,2.738289334,2.632978134
"438","AMBP",2.430390085,2.503331607,2.460357661
"439","AMBRA1",3.707847394,3.622957384,3.705537767
"440","AMD1",8.262901081,8.6407670315,8.46273767
"441","AMDHD1",2.473801071,2.889296671,2.671598922
"442","AMDHD2",3.87385071,3.976578048,3.760026011
"443","AMELX",2.227946163,2.579214812,2.615235276
"444","AMELY",2.343649127,2.320923456,2.256600219
"445","AMFR",6.9672056275,7.465698684,7.3264972835
"446","AMH",2.712326639,2.541110046,2.385221884
"447","AMHR2",2.880996002,2.54401742,2.818468226
"448","AMIGO2",7.192367153,7.410266423,7.851899249
"449","AMMECR1",5.16227865625,5.268755118,5.585880774
"450","AMMECR1L",6.445784781,6.509151524,6.422980826
"451","AMN",2.8173587765,2.9600884775,2.9943009645
"452","AMN1",5.57839734,5.322882725,6.090944024
"453","AMOT",2.723663405,2.135324617,2.18534575
"454","AMOTL2",2.442611899,2.574264224,2.126937576
"455","AMPD1",2.413565298,2.478596295,2.390518774
"456","AMPD3",5.355691507,4.897882634,4.6416352815
"457","AMPH",2.923901463,2.904799367,2.337365573
"458","AMT",6.427993646,6.507479801,6.935048769
"459","AMZ1",3.0355919415,2.8542249945,2.9388230685
"460","AMZ2",8.863160826,8.860875178,8.934905747
"461","ANAPC1",6.85912568366667,6.91182464633333,7.08687327933333
"462","ANAPC10",4.6861656875,4.460232203,4.594547468
"463","ANAPC13",5.5179300495,5.6031276675,5.6429640525
"464","ANAPC2",4.139028584,4.420327738,4.341518469
"465","ANAPC4",8.1756166065,8.35209297,8.55000612
"466","ANAPC5",7.640266066,7.6387325614,7.8079394888
"467","ANAPC7",6.469864452,6.5473628495,6.6562331555
"468","ANG",4.280736748,5.627798063,4.845252292
"469","ANGEL1",4.20259575866667,3.77328493966667,4.016902275
"470","ANGEL2",5.41107088033333,5.40782233,6.19970547466667
"471","ANGPT1",2.842748418,3.04314968233333,2.49195878566667
"472","ANGPT2",2.41659371975,2.3400753965,2.35818940075
"473","ANGPT4",2.635736415,3.113480521,2.859853279
"474","ANGPTL1",2.39450190233333,2.38636076066667,2.22552018866667
"475","ANGPTL2",2.72444977366667,2.419293536,2.722437626
"476","ANGPTL3",2.27856433766667,2.182481484,2.29533154466667
"477","ANGPTL4",3.075274217,3.0246312795,2.9904190145
"478","ANGPTL6",3.663130299,3.61102926,3.227429644
"479","ANGPTL7",2.678371296,2.567666852,2.376681806
"480","ANK1",4.02778982785714,4.23225933728571,3.56325849957143
"481","ANK2",2.42443691875,2.4437036625,2.264502285
"482","ANK3",4.67044653633333,4.75116709066667,4.997584614
"483","ANKAR",2.2858022415,2.4417065705,2.405170098
"484","ANKDD1A",4.2108115405,4.01933755,3.612423448
